x;y;o;e;m;t;s;owner
563;113;94;76;74;30;73;карасик
565;113;71;73;68;93;67;
566;113;90;74;14;58;81;
567;113;82;86;74;79;83;
568;113;78;1;1;14;79;
569;113;80;69;57;61;87;
585;113;88;71;84;12;80;
587;113;14;98;78;29;82;
589;113;73;76;63;54;75;Пикачу
590;113;77;77;78;13;79;Шапокляк
591;113;10;85;94;56;91;
592;113;80;20;78;50;10;
593;113;75;66;77;69;75;Тушканчик
594;113;14;69;84;51;71;
596;113;86;26;93;54;80;
597;113;36;76;89;79;80;
598;113;16;84;75;26;71;
366;114;4;46;13;57;83;
367;114;77;84;70;43;87;
371;114;89;79;3;10;2;
387;114;0;0;0;0;80;
546;114;1;98;79;26;96;
549;114;86;85;83;94;83;
551;114;76;39;7;65;85;
553;114;70;10;82;99;80;
556;114;84;77;90;47;92;
562;114;69;75;78;59;72;
563;114;93;74;96;69;77;
564;114;69;22;75;83;81;
565;114;94;97;78;31;89;карасик
566;114;17;16;80;51;90;
567;114;93;12;91;40;67;
569;114;82;80;70;67;71;
570;114;75;80;85;78;82;
575;114;79;82;80;33;80;
577;114;77;72;75;34;99;
581;114;56;75;75;40;80;
582;114;88;78;79;64;81;
589;114;81;75;75;25;86;
591;114;0;0;0;0;60;
592;114;0;0;0;0;70;
593;114;60;78;40;47;4;
594;114;64;72;72;74;10;
595;114;1;69;90;38;7;
596;114;73;83;93;75;71;
597;114;15;83;69;39;82;Карандаш
598;114;75;4;76;45;81;
599;114;19;27;80;26;78;
371;115;0;0;0;0;0;
372;115;0;0;0;0;0;
373;115;0;0;0;0;0;
374;115;79;66;80;56;99;
376;115;82;92;41;11;78;
377;115;37;75;67;75;90;Ковырялкин
545;115;76;67;73;72;85;
547;115;44;75;75;59;87;
548;115;85;74;74;77;86;
550;115;59;69;74;62;86;Бабай
553;115;75;88;90;69;91;пачкуля
559;115;68;12;65;38;84;
564;115;89;78;64;17;79;карасик
565;115;71;73;71;5;75;карасик
567;115;78;86;74;64;91;mpasl
569;115;64;86;69;61;94;
571;115;71;1;92;81;89;
576;115;70;72;91;79;82;
577;115;71;75;80;16;83;
580;115;71;84;76;92;87;
584;115;96;42;80;19;82;
586;115;71;1;83;40;83;
588;115;96;76;92;65;90;Пикачу
591;115;0;0;0;0;70;
592;115;0;0;0;0;10;
595;115;67;10;75;77;76;
596;115;19;24;87;15;71;
597;115;65;73;70;30;70;Карандаш
598;115;84;4;68;46;87;
599;115;89;35;80;26;74;
600;115;0;0;0;0;80;Карандаш
368;116;75;76;74;57;90;
369;116;0;0;0;0;0;
370;116;71;79;4;63;78;
371;116;77;86;90;93;99;Ковырялкин
372;116;70;79;75;85;73;Palantiri-9
373;116;97;75;3;77;65;
375;116;70;74;70;6;86;
378;116;80;98;79;55;89;Чеширский
390;116;83;76;70;28;91;Голос Правды
398;116;6;90;89;49;95;Голос Правды
549;116;82;80;64;90;92;Риддик
550;116;70;69;77;57;80;Бабай
555;116;86;1;88;22;82;
556;116;78;25;98;37;87;
562;116;97;84;86;45;94;
564;116;70;71;88;41;97;
565;116;59;60;81;14;86;карасик
566;116;75;88;13;36;75;
568;116;0;0;0;0;0;
576;116;72;70;68;5;84;
577;116;84;76;67;42;99;
579;116;3;90;95;21;89;карасик
580;116;11;98;94;68;80;
584;116;30;12;66;19;82;
585;116;71;63;89;90;94;пачкуля
586;116;75;65;83;6;90;
591;116;80;69;73;86;82;
592;116;77;33;78;33;99;Сумрак Пустоты
593;116;0;0;0;0;10;
594;116;0;0;0;0;70;
595;116;71;88;68;70;64;
596;116;64;66;86;77;75;
597;116;72;68;63;71;70;
598;116;78;69;80;19;15;
365;117;78;85;71;15;82;
367;117;68;64;77;85;82;
370;117;99;76;74;69;76;
371;117;97;83;72;1;72;Компрессик
372;117;0;0;0;0;0;
373;117;0;0;0;0;0;
374;117;69;74;70;98;80;
379;117;78;67;72;25;82;
380;117;44;74;54;81;96;
395;117;78;88;72;35;91;Голос Правды
545;117;0;0;0;0;80;
547;117;79;80;77;79;74;
548;117;79;78;87;19;79;
551;117;84;78;9;29;82;
552;117;75;84;86;32;93;карасик
553;117;93;75;2;59;73;
559;117;79;86;68;45;93;
560;117;93;81;65;5;83;
561;117;79;76;83;11;86;
562;117;73;28;30;7;92;карасик
565;117;78;75;79;66;98;
566;117;72;75;20;68;80;
567;117;77;86;68;17;80;карасик
570;117;73;76;13;50;85;
572;117;88;74;85;95;93;Риддик
576;117;71;62;74;64;80;
578;117;14;91;87;29;83;
592;117;80;73;85;30;74;
593;117;70;8;83;89;85;
594;117;82;68;76;86;93;Сумрак Пустоты
595;117;0;0;0;0;60;
596;117;44;78;70;7;85;
598;117;88;58;64;28;4;
599;117;97;38;68;89;84;
601;117;0;0;0;0;90;Тушканчик
605;117;0;0;0;0;0;
362;118;76;71;72;98;81;
367;118;73;82;26;64;80;
369;118;8;92;14;22;92;
372;118;17;86;73;51;82;
373;118;75;77;79;56;78;vovus
379;118;7;77;77;77;80;
395;118;85;83;3;54;93;
547;118;81;99;84;70;77;Бабай
549;118;72;73;76;67;70;Бабай
550;118;82;71;73;16;84;
557;118;0;0;0;0;0;
560;118;79;68;81;84;80;
563;118;83;81;79;16;83;
564;118;75;98;77;67;89;
565;118;63;60;89;55;76;
570;118;0;0;0;0;0;
574;118;70;70;85;83;97;пачкуля
575;118;96;88;5;44;90;
578;118;71;17;83;67;83;
588;118;80;90;77;80;73;Фугас-2
589;118;88;77;80;29;94;
590;118;70;17;64;31;93;Пикачу
591;118;81;76;94;87;83;пачкуля
592;118;83;78;73;41;77;
593;118;97;71;72;48;77;
594;118;72;79;75;66;75;Сумрак Пустоты
595;118;0;0;0;0;70;
596;118;83;78;77;62;89;Сумрак Пустоты
597;118;97;71;82;67;86;
599;118;78;79;39;95;82;
362;119;17;58;73;53;98;
363;119;74;86;77;86;85;
365;119;98;87;69;3;96;
366;119;82;72;77;65;81;
546;119;76;71;13;56;82;
548;119;6;72;74;92;81;
549;119;86;93;14;69;82;Бабай
551;119;92;71;75;55;73;Бабай
552;119;75;67;1;90;94;Риддик
555;119;71;71;89;4;90;карасик
559;119;92;90;95;77;97;Риддик
560;119;82;85;19;64;82;
562;119;91;78;61;31;79;
566;119;79;87;75;14;96;карасик
567;119;75;84;83;86;90;
568;119;85;81;82;31;76;
578;119;59;88;75;55;72;
579;119;69;99;90;59;95;
580;119;63;3;80;94;80;Фугас-2
581;119;74;77;83;7;76;
582;119;84;84;72;82;75;
585;119;69;85;82;53;76;
588;119;76;82;79;65;71;
591;119;82;78;77;51;97;Сумрак Пустоты
593;119;0;0;0;0;70;
594;119;0;0;0;0;80;
595;119;0;0;0;0;60;
596;119;0;0;0;0;70;
598;119;38;87;5;6;92;
367;120;3;78;38;66;82;
372;120;7;88;83;62;84;
376;120;84;73;88;15;82;
537;120;57;97;82;25;91;
548;120;12;91;71;83;83;
549;120;11;80;74;81;88;
551;120;72;86;73;36;87;
553;120;77;79;75;88;78;Риддик
554;120;70;3;93;56;91;
557;120;80;37;96;24;82;карасик
561;120;72;90;14;41;88;
566;120;92;76;64;99;87;
574;120;88;63;1;34;99;
578;120;63;85;76;43;78;
579;120;77;77;79;25;85;
581;120;73;73;78;93;79;Фугас-2
584;120;6;99;72;88;92;
585;120;9;99;69;67;87;
586;120;86;79;82;10;95;Шапокляк
589;120;76;75;88;8;87;
591;120;0;0;0;0;80;
593;120;0;0;0;0;70;
594;120;76;83;79;59;99;Сумрак Пустоты
596;120;0;0;0;0;70;
599;120;77;83;85;81;92;
364;121;16;82;6;14;83;
365;121;0;0;0;0;0;
374;121;0;0;0;0;0;
376;121;84;94;76;37;91;
377;121;81;81;23;26;83;
378;121;81;95;4;40;85;
379;121;73;73;80;56;81;
536;121;52;69;55;55;99;
539;121;87;85;72;24;94;
545;121;46;71;10;28;94;
551;121;82;67;77;3;82;
552;121;88;89;70;57;92;
553;121;88;77;84;29;83;
560;121;95;7;74;52;5;
561;121;89;86;15;31;79;
563;121;70;74;83;69;88;
566;121;73;5;77;47;80;
572;121;92;82;89;78;94;Риддик
576;121;83;67;78;58;85;
579;121;78;74;90;91;84;Фугас-2
580;121;17;67;74;71;88;
581;121;3;54;79;64;90;
583;121;82;74;87;33;98;
586;121;5;85;78;8;82;
591;121;0;0;0;0;70;
592;121;0;0;0;0;70;
593;121;72;62;81;39;97;Сумрак Пустоты
594;121;0;0;0;0;20;
596;121;0;0;0;0;70;
363;122;68;85;90;34;92;
364;122;89;77;5;71;84;
370;122;50;96;82;83;89;
376;122;87;83;90;33;82;
377;122;77;87;72;62;83;
378;122;78;90;72;29;80;
379;122;70;78;78;84;83;
535;122;0;0;0;0;90;
542;122;0;0;0;0;80;
543;122;90;73;93;24;91;
551;122;95;76;64;54;95;
554;122;95;79;66;20;80;
561;122;89;77;74;12;84;
564;122;89;97;9;61;89;
567;122;91;65;69;29;92;
571;122;91;76;89;28;95;карасик
573;122;76;77;83;87;94;
575;122;60;97;74;85;70;
577;122;14;76;98;47;88;
582;122;50;41;75;67;83;
583;122;85;81;82;4;90;
587;122;86;71;74;81;74;
588;122;20;83;75;44;93;
592;122;0;0;0;0;80;
365;123;68;53;71;9;86;
366;123;82;75;73;21;94;
368;123;0;0;0;0;0;
370;123;73;77;76;18;87;
371;123;81;88;74;38;68;
372;123;66;74;78;54;71;Krakazayba
373;123;97;80;2;77;81;
377;123;69;88;10;48;91;
536;123;79;72;77;76;98;Ёршик
537;123;82;76;71;65;98;
542;123;0;0;0;0;80;
544;123;75;70;76;18;90;
563;123;77;89;69;64;85;
575;123;72;75;96;36;82;
581;123;90;74;76;77;77;
587;123;43;77;77;43;76;
593;123;0;0;0;0;90;Сумрак Пустоты
368;124;85;77;61;75;74;
369;124;0;0;0;0;0;
370;124;0;0;0;0;0;
371;124;78;80;83;70;81;
372;124;4;91;78;68;82;
374;124;0;0;0;0;0;
542;124;0;0;0;0;70;
561;124;84;80;75;75;91;
563;124;30;8;96;55;83;
564;124;77;85;85;16;97;карасик
569;124;86;76;14;81;87;
571;124;74;79;3;23;89;
577;124;9;73;77;41;81;
578;124;80;75;98;33;73;
582;124;36;93;79;41;73;
364;125;78;72;86;12;82;
367;125;84;82;9;90;77;
368;125;77;86;82;58;70;
369;125;74;79;70;92;75;Palantiri-7
370;125;75;73;69;49;2;
371;125;0;0;0;0;0;
375;125;69;62;90;12;89;
534;125;0;0;0;0;90;
541;125;98;81;59;67;86;
542;125;0;0;0;0;0;
543;125;0;0;0;0;70;
556;125;75;13;92;90;82;
564;125;80;69;92;60;85;
566;125;79;73;98;84;81;пачкуля
569;125;75;10;85;89;73;
570;125;77;96;72;60;90;
576;125;67;73;12;9;81;
577;125;77;77;77;46;84;
578;125;80;73;23;37;75;
582;125;86;87;89;72;96;Фугас-2
584;125;76;69;99;14;94;Помощникнейтрала
362;126;81;79;79;30;81;
368;126;62;69;89;68;76;
369;126;32;70;93;62;87;
370;126;73;89;6;2;78;
372;126;75;75;86;67;74;
374;126;11;71;84;75;84;
376;126;5;66;62;26;91;
534;126;0;0;0;0;90;
535;126;18;73;86;11;97;
541;126;0;0;0;0;0;
542;126;0;0;0;0;0;
543;126;78;76;76;81;73;Ёршик
546;126;0;0;0;0;90;Риддик
551;126;0;0;0;0;90;
561;126;90;84;90;47;94;
574;126;93;76;74;25;89;
641;126;73;77;15;64;99;
647;126;76;69;89;6;80;
648;126;61;53;82;47;80;
649;126;85;95;95;71;81;
651;126;79;68;76;39;95;
652;126;85;77;1;70;81;
362;127;79;71;79;97;81;
367;127;15;99;71;91;72;
368;127;81;84;82;70;71;
369;127;93;71;75;31;80;
370;127;0;0;0;0;0;
371;127;75;91;28;73;61;
373;127;0;0;0;0;80;
375;127;0;0;0;0;0;
377;127;87;97;85;20;88;
536;127;3;73;31;60;92;
537;127;82;81;77;61;80;
542;127;0;0;0;0;0;
543;127;0;0;0;0;0;
545;127;0;0;0;0;80;
550;127;0;0;0;0;80;
561;127;15;1;98;87;87;
562;127;82;76;86;41;86;
566;127;79;68;73;85;93;
571;127;68;82;94;50;89;
579;127;97;5;74;64;81;
641;127;0;0;0;0;90;
642;127;78;36;13;31;85;Чёрный пират
645;127;74;66;72;23;87;Чёрный пират
648;127;80;62;52;39;98;
653;127;33;71;81;59;83;
363;128;76;78;75;38;83;
364;128;18;75;74;60;89;
368;128;69;82;73;48;86;
369;128;70;94;69;87;3;
370;128;75;76;71;95;76;Palantiri-10
371;128;71;79;69;15;68;
372;128;0;0;0;0;0;
373;128;70;80;9;19;95;Sorrow_Knight
374;128;80;80;83;23;82;
376;128;90;90;80;77;89;
378;128;0;0;0;0;70;
382;128;14;75;64;53;85;
534;128;0;0;0;0;90;
544;128;73;74;14;19;91;
547;128;89;82;70;18;84;
560;128;75;74;93;84;85;Ёршик
562;128;92;65;81;35;85;
572;128;65;16;68;59;89;
574;128;0;0;0;0;80;
575;128;0;0;0;0;80;
578;128;13;93;91;16;96;Помощникнейтрала
579;128;67;67;77;14;96;
644;128;49;14;44;35;84;
646;128;69;59;75;58;85;
648;128;85;71;3;37;84;
653;128;87;65;64;11;90;
363;129;78;75;99;37;8;
369;129;90;97;75;82;87;
370;129;95;84;70;39;72;
371;129;72;71;1;76;74;
374;129;69;86;85;30;81;Sorrow_Knight
377;129;78;76;75;21;96;Sorrow_Knight
380;129;61;83;12;27;82;
382;129;97;74;71;64;87;
383;129;76;85;74;21;86;
389;129;3;90;91;18;83;
392;129;76;78;1;39;97;
393;129;68;92;91;26;90;
560;129;72;68;95;90;76;
562;129;33;77;88;65;89;
564;129;81;71;74;8;87;
565;129;17;67;88;88;88;
566;129;75;81;73;42;85;
570;129;80;19;93;36;69;
571;129;2;79;87;98;90;
573;129;74;69;74;93;82;
575;129;40;64;64;16;81;
647;129;90;66;74;42;92;Новый Русский
649;129;94;76;73;26;81;
364;130;73;98;81;41;88;
366;130;72;99;72;61;93;
370;130;16;69;73;95;82;
379;130;67;84;88;66;83;
380;130;70;81;77;88;77;
388;130;70;71;89;14;93;
389;130;4;95;51;85;81;
390;130;76;89;72;88;92;
395;130;85;72;77;74;95;
562;130;85;23;76;6;98;
563;130;81;59;90;77;88;
568;130;66;74;81;26;93;
569;130;91;78;72;50;85;
570;130;0;0;0;0;0;
571;130;25;84;87;57;94;
573;130;86;4;92;8;83;
575;130;73;80;86;37;88;Мерцающий
577;130;78;74;82;20;90;
579;130;0;0;0;0;80;Мерцающий
580;130;66;94;74;45;94;
642;130;87;9;78;39;83;
646;130;73;84;56;98;83;
649;130;86;87;51;20;87;
652;130;78;85;75;30;99;
362;131;69;56;76;49;99;
364;131;79;89;71;40;85;
365;131;76;78;70;75;82;
366;131;83;98;72;87;86;
367;131;73;78;98;79;81;
372;131;65;75;86;52;93;Sorrow_Knight
373;131;14;98;13;13;80;
381;131;50;80;91;97;82;
386;131;80;92;41;61;90;
391;131;88;94;47;15;91;
395;131;76;75;76;87;98;
554;131;77;88;73;67;79;
562;131;78;79;76;26;72;Zum2
569;131;72;90;77;95;89;
571;131;73;90;93;72;80;
572;131;79;67;90;78;80;
573;131;75;12;67;64;96;
574;131;0;0;0;0;0;
577;131;73;95;54;28;80;Мерцающий
579;131;93;69;78;63;93;Нейтрал
581;131;0;0;0;0;80;
582;131;77;12;72;20;93;Помощникнейтрала
639;131;80;83;9;14;90;
643;131;69;71;96;58;84;
652;131;13;70;73;75;85;
367;132;39;75;13;83;82;
369;132;78;61;73;49;84;Sorrow_Knight
371;132;79;74;87;17;80;Sorrow_Knight
373;132;92;40;79;2;96;
375;132;71;87;75;44;77;Sorrow_Knight
378;132;90;58;72;70;85;
379;132;68;74;56;34;93;
380;132;79;83;79;45;84;
558;132;76;87;66;26;77;
564;132;77;15;81;17;82;
565;132;75;80;79;67;97;
567;132;66;81;61;60;98;
569;132;81;76;79;85;73;
570;132;41;8;90;44;85;
572;132;75;69;72;80;82;
573;132;72;2;78;95;81;
577;132;72;64;74;33;77;Мерцающий
640;132;99;74;76;60;80;
641;132;72;6;75;25;85;
643;132;69;98;16;32;97;
648;132;73;83;77;26;87;
649;132;64;78;85;48;84;
650;132;95;70;1;95;81;
369;133;0;0;0;0;70;
373;133;70;80;78;73;89;
374;133;80;72;2;78;95;
388;133;77;77;1;91;67;
389;133;84;75;77;85;83;
391;133;78;63;93;3;90;
392;133;73;82;77;45;90;
553;133;43;63;71;46;72;
559;133;89;80;81;5;89;
563;133;74;71;96;90;83;
566;133;43;81;89;9;85;
569;133;98;70;95;42;81;
570;133;94;61;94;95;86;Риддик
571;133;80;61;83;40;85;
572;133;67;78;85;29;96;Мерцающий
575;133;88;70;80;35;75;
578;133;96;84;83;56;80;Нейтрал
583;133;0;0;0;0;80;
639;133;94;79;64;21;81;
640;133;91;80;81;28;96;
641;133;97;62;78;59;94;
644;133;79;74;94;35;98;
645;133;0;0;0;0;90;ПАКИМОНЫ
646;133;73;67;70;21;72;Слонопотам
650;133;87;75;87;55;93;
651;133;70;83;78;9;90;Слонопотам
652;133;23;41;97;88;85;
366;134;1;72;78;24;90;
367;134;72;77;79;82;95;
368;134;71;72;88;13;86;
374;134;68;67;73;25;70;Sorrow_Knight
375;134;79;69;69;91;84;
376;134;69;74;72;35;7;
399;134;66;74;35;65;91;
565;134;72;13;77;61;67;
566;134;91;92;90;62;84;
569;134;74;71;70;84;84;
571;134;82;24;88;78;84;
574;134;95;78;75;21;92;
577;134;96;86;69;11;95;Помощникнейтрала
639;134;0;0;0;0;90;
642;134;73;69;1;80;86;
647;134;71;69;70;60;80;
649;134;99;72;89;59;86;
653;134;65;86;77;82;89;
360;135;96;67;5;36;74;
363;135;5;76;69;78;81;
366;135;70;87;6;8;96;
372;135;0;0;0;0;0;
373;135;62;84;74;53;73;
374;135;90;82;31;47;27;
375;135;72;73;79;82;79;Palantiri-6
376;135;80;74;78;93;80;
378;135;77;78;66;65;94;
379;135;54;99;12;39;79;
385;135;72;83;83;44;90;
388;135;0;0;0;0;0;
389;135;54;78;70;17;84;
390;135;0;0;0;0;0;
391;135;73;71;91;71;67;
566;135;83;88;98;36;94;
571;135;6;84;57;66;82;
574;135;23;20;92;64;81;
575;135;69;81;69;84;81;
576;135;78;96;14;18;82;Помощникнейтрала
577;135;67;73;75;70;84;
583;135;78;75;72;15;77;Помощникнейтрала
642;135;94;73;75;72;83;
647;135;84;85;2;63;82;МяскодляМути
651;135;13;69;86;19;86;Слонопотам
653;135;85;95;76;55;93;
359;136;73;71;80;14;86;
361;136;25;83;93;20;80;
370;136;76;81;75;37;84;
374;136;78;91;73;65;80;
375;136;0;0;0;0;0;
376;136;0;0;0;0;0;
378;136;78;89;93;96;86;
381;136;15;83;2;24;91;
388;136;87;75;73;45;71;
389;136;73;71;79;7;74;Palantiri-8
390;136;86;87;1;16;25;
391;136;75;76;13;76;84;
399;136;72;90;57;35;93;
564;136;75;88;82;86;81;
569;136;67;89;85;64;98;
573;136;85;78;87;15;87;
576;136;77;71;75;47;73;Нейтрал
649;136;77;14;79;82;84;
650;136;62;74;77;3;83;
362;137;72;77;78;54;80;
373;137;79;86;56;12;75;
378;137;70;85;61;24;89;
388;137;7;75;89;86;81;
389;137;0;0;0;0;0;
390;137;70;70;85;28;68;
391;137;77;92;96;68;75;
396;137;37;87;77;93;95;
399;137;86;85;81;22;87;
572;137;82;98;85;65;80;
579;137;0;0;0;0;80;
640;137;73;17;69;22;82;
642;137;80;70;73;92;86;МяскодляМути
650;137;83;82;91;67;83;
651;137;72;75;78;48;96;
361;138;86;79;92;80;84;
362;138;86;46;80;98;92;
365;138;77;70;82;5;81;
367;138;88;88;64;19;93;
375;138;10;83;71;92;88;
386;138;99;70;74;50;79;
387;138;1;88;75;2;78;
391;138;75;73;27;84;96;
392;138;91;83;81;9;72;
394;138;81;67;88;50;80;
556;138;62;95;79;14;77;
565;138;8;88;91;23;89;
577;138;39;85;65;81;93;
643;138;75;80;75;16;83;
651;138;82;76;89;71;91;Хрен
359;139;40;94;83;37;91;
367;139;81;71;84;8;93;
368;139;79;70;96;28;86;
369;139;86;79;80;74;87;
370;139;79;70;47;60;86;
371;139;83;85;69;46;92;
372;139;19;18;97;27;86;
384;139;71;78;72;37;98;
385;139;90;88;46;78;98;
398;139;82;80;83;38;95;
639;139;85;79;61;6;92;
640;139;55;70;73;28;91;
642;139;76;86;58;37;97;
644;139;84;77;8;73;88;МяскодляМути
653;139;48;83;83;43;90;
366;140;91;73;72;74;12;
368;140;86;71;54;25;74;
373;140;69;71;12;90;76;
376;140;77;71;74;17;95;
381;140;96;96;88;94;81;
382;140;38;88;90;44;86;
383;140;68;91;21;48;90;
395;140;58;76;39;82;90;
645;140;78;95;80;12;87;
646;140;73;13;83;3;80;
647;140;89;66;80;69;80;Хрен
652;140;86;75;85;45;92;
357;141;71;67;81;60;95;
361;141;78;95;88;40;98;
362;141;14;79;78;78;93;
363;141;70;71;11;58;98;
365;141;11;71;9;10;18;
366;141;0;0;0;0;0;
367;141;20;75;33;19;80;
371;141;67;76;2;78;90;
373;141;79;69;94;53;97;
374;141;0;0;0;0;70;
375;141;89;71;93;41;94;
377;141;72;85;59;51;88;
378;141;78;96;1;36;87;
380;141;87;85;48;24;80;
381;141;70;82;91;26;87;
383;141;78;81;73;55;90;
386;141;79;92;71;62;80;
387;141;73;76;59;76;90;
392;141;65;74;82;81;87;
393;141;82;67;76;77;83;
399;141;83;67;68;15;91;
355;142;79;80;91;19;93;
364;142;87;73;93;20;72;
365;142;0;0;0;0;0;
366;142;73;68;72;74;76;Palantiri-4
367;142;39;81;70;50;19;
368;142;0;0;0;0;0;
369;142;71;97;89;12;83;
374;142;72;77;84;95;80;
375;142;92;96;87;61;94;
376;142;76;86;75;29;80;
377;142;90;77;85;29;86;
378;142;72;76;67;1;92;
379;142;12;79;73;88;81;
384;142;1;69;77;32;90;
387;142;73;93;81;52;85;
390;142;11;72;85;42;87;
364;143;79;86;69;88;84;
365;143;0;0;0;0;0;
366;143;0;0;0;0;0;
367;143;0;0;0;0;0;
368;143;80;91;38;95;90;
369;143;80;78;9;54;86;
392;143;13;78;82;61;93;
396;143;72;99;43;47;91;
363;144;92;33;86;32;73;
366;144;75;82;85;79;67;
368;144;0;0;0;0;0;
372;144;10;76;35;31;83;
570;144;81;68;83;27;93;
355;145;87;85;93;15;99;
363;145;27;66;81;96;83;
367;145;70;77;73;45;91;
356;146;74;74;92;47;99;
359;146;86;74;84;53;80;
363;146;86;82;3;69;80;
365;146;41;80;68;14;88;
561;146;0;0;0;0;90;
563;146;85;86;74;46;80;
568;146;74;10;65;88;91;
572;146;54;86;76;78;76;
573;146;44;66;90;23;96;
364;147;83;82;12;83;88;
366;147;30;80;19;15;90;
373;147;95;90;60;75;90;
378;147;25;86;87;61;92;
561;147;0;0;0;0;80;
569;147;84;83;73;22;90;
570;147;84;34;85;94;98;
355;148;69;96;50;74;81;
356;148;72;75;86;66;84;
364;148;74;99;83;51;81;
366;148;0;0;0;0;70;
372;148;29;86;66;46;89;
560;148;0;0;0;0;90;
561;148;0;0;0;0;90;
563;148;86;4;74;46;93;
564;148;70;76;75;61;98;
565;148;73;26;95;50;94;
567;148;71;49;69;50;96;
571;148;23;57;43;64;74;
572;148;61;42;89;86;87;
573;148;69;78;82;69;89;
356;149;72;88;76;98;73;
358;149;76;89;86;19;81;
359;149;17;76;80;19;80;
360;149;73;75;82;79;87;
363;149;74;73;87;64;79;
373;149;89;84;76;46;80;
374;149;76;71;77;19;82;
388;149;96;70;61;69;98;
389;149;95;91;10;10;93;
390;149;81;72;86;30;94;
395;149;73;70;68;75;87;
396;149;63;59;70;42;81;
399;149;34;90;94;70;85;
564;149;85;74;85;80;92;
573;149;87;60;87;30;99;
574;149;16;79;79;37;90;
576;149;90;74;42;41;83;
593;149;0;0;0;0;0;
359;150;80;75;98;17;93;
361;150;83;70;88;30;91;
363;150;93;58;75;58;89;
366;150;3;75;11;53;96;
368;150;29;80;10;98;95;
369;150;48;79;82;98;93;
372;150;76;68;86;75;80;
373;150;59;92;84;47;86;
389;150;82;9;75;39;82;
397;150;75;63;78;23;8;
398;150;78;89;58;83;98;
400;150;79;60;82;42;81;
565;150;78;78;68;86;87;
566;150;89;97;98;13;91;
568;150;12;77;88;83;82;
571;150;16;79;69;60;95;
572;150;81;81;68;11;80;
573;150;88;85;76;78;59;
576;150;62;50;80;17;95;
577;150;17;73;95;75;82;
581;150;20;86;39;69;83;
582;150;98;78;87;64;97;Космическая муть
361;151;15;97;58;23;80;
372;151;78;81;85;67;83;
388;151;75;86;76;16;87;
390;151;75;75;76;19;89;
394;151;70;82;10;67;82;
396;151;88;24;69;5;80;
397;151;72;79;12;49;80;
400;151;0;0;0;0;80;
401;151;62;86;88;13;99;
544;151;80;90;76;84;82;
557;151;24;81;88;40;96;
561;151;68;69;91;88;80;
568;151;72;76;57;9;89;
570;151;33;56;79;30;96;
572;151;0;0;0;0;80;
575;151;3;19;68;22;80;
580;151;0;0;0;0;80;
581;151;67;88;70;55;85;
585;151;95;99;67;77;94;Тень Огня
357;152;63;72;8;3;75;
361;152;67;81;81;79;85;
367;152;81;88;73;8;79;
370;152;0;0;0;0;0;
371;152;5;82;67;57;7;
372;152;11;88;85;35;6;
373;152;37;77;70;63;79;
374;152;84;98;3;58;76;
387;152;78;97;70;81;84;
388;152;82;83;1;6;99;
391;152;73;82;95;86;80;
398;152;72;80;87;75;84;
556;152;30;79;80;19;82;
565;152;2;24;91;38;84;
568;152;75;6;47;63;96;
571;152;76;71;97;54;90;
572;152;74;78;78;14;77;Zum7
580;152;92;80;65;92;77;
355;153;17;89;75;27;85;
360;153;0;0;0;0;0;
361;153;0;0;0;0;0;
363;153;92;84;35;91;96;
366;153;79;61;71;18;85;
368;153;0;0;0;0;0;
369;153;0;0;0;0;0;
370;153;78;78;71;68;93;
371;153;73;75;79;17;76;Palantiri-5
372;153;84;79;87;49;6;
373;153;92;72;96;33;8;
390;153;0;0;0;0;0;
395;153;84;72;87;34;89;
398;153;64;17;94;43;86;
399;153;85;89;7;60;46;
402;153;96;62;87;80;96;
551;153;93;67;72;96;83;
556;153;68;70;80;61;84;
557;153;8;85;89;68;89;
563;153;71;65;82;23;84;
565;153;79;81;87;44;93;
566;153;78;74;92;40;91;
568;153;64;84;80;47;88;Небоська
569;153;85;92;76;22;81;
572;153;82;90;71;77;84;Авоська
573;153;1;72;92;54;96;Космическая муть
577;153;20;82;74;95;82;
581;153;71;91;70;17;84;
583;153;81;70;95;50;92;Космическая муть
355;154;73;82;81;52;88;
358;154;59;76;81;75;98;
359;154;92;80;77;5;83;
360;154;69;83;68;22;80;
361;154;97;74;79;18;78;
365;154;75;74;98;60;84;
366;154;67;96;73;3;82;
368;154;96;79;10;19;91;
369;154;75;83;74;13;93;
370;154;12;70;99;33;73;
371;154;0;0;0;0;0;
372;154;86;93;87;83;77;
373;154;59;90;85;38;93;
378;154;84;93;74;75;97;
386;154;69;87;71;71;72;
388;154;78;3;10;19;95;
396;154;98;77;74;81;94;
397;154;79;75;9;31;83;
400;154;74;84;83;11;2;
402;154;69;74;88;82;92;
537;154;0;0;0;0;90;
539;154;0;0;0;0;90;
552;154;72;66;83;37;90;
553;154;69;83;91;10;86;
555;154;83;85;81;11;80;
557;154;97;61;95;69;88;
564;154;66;75;70;34;80;
565;154;91;18;78;7;93;
566;154;70;70;73;27;89;
567;154;80;51;80;71;94;
569;154;79;1;79;76;83;
571;154;48;76;79;56;81;
572;154;68;55;74;8;82;
573;154;0;0;0;0;70;
574;154;69;91;77;26;83;Небоська
581;154;12;76;7;89;74;
586;154;95;79;86;20;80;
355;155;53;78;23;18;94;
357;155;60;85;73;77;82;
358;155;85;76;81;10;76;
359;155;69;80;50;72;79;
