x;y;o;e;m;t;s;
111;60;74;75;78;70;72;
171;60;62;75;79;14;71;
225;60;75;73;73;42;74;
271;60;77;71;77;44;76;
411;60;76;75;69;43;73;
434;60;73;74;79;33;74;
538;60;72;70;73;18;74;
574;60;72;77;73;12;78;
649;60;78;75;78;23;72;
831;60;69;75;79;11;72;
871;60;71;74;78;52;73;
917;60;72;69;75;85;78;
966;60;77;76;64;53;77;
17;61;76;79;79;33;75;
66;61;78;77;73;21;73;
214;61;74;70;73;70;75;
220;61;74;73;71;93;74;
373;61;73;70;68;43;72;
405;61;74;77;79;68;72;
506;61;74;68;69;14;73;
516;61;79;78;74;13;71;
602;61;75;71;61;85;73;
667;61;77;62;75;26;72;
805;61;74;77;79;39;74;
915;61;76;79;74;70;72;
918;61;73;78;67;22;76;
933;61;76;79;74;17;76;
954;61;78;71;67;21;79;
13;62;74;69;70;85;76;
49;62;72;71;69;68;76;
253;62;74;75;72;2;78;
275;62;78;77;69;71;73;
306;62;70;74;76;26;77;
323;62;75;70;75;79;71;
393;62;78;71;70;23;70;
409;62;77;77;72;90;72;
452;62;76;76;70;3;73;
461;62;73;79;77;30;77;
472;62;71;75;69;29;76;
553;62;75;78;76;20;75;
809;62;75;70;70;53;72;
842;62;77;70;78;89;76;
915;62;78;73;73;40;76;
917;62;77;79;75;49;71;
921;62;78;73;73;44;74;
934;62;73;76;75;14;76;
109;63;71;74;79;6;70;
418;63;72;79;77;80;76;
496;63;76;73;69;27;72;
501;63;76;79;72;30;78;
524;63;77;77;78;86;70;
550;63;78;68;78;34;77;
625;63;71;77;74;19;74;
643;63;76;78;68;27;78;
688;63;77;72;77;94;71;
783;63;79;70;74;21;76;
790;63;75;77;72;90;78;
810;63;77;79;69;82;73;
971;63;76;71;78;59;79;
973;63;79;79;75;46;79;
13;64;73;75;72;82;78;
49;64;78;78;72;52;78;
153;64;79;79;74;41;77;
170;64;73;78;77;16;75;
448;64;76;77;76;40;73;
450;64;79;69;71;88;76;
566;64;71;73;79;16;70;
579;64;79;76;72;44;73;
626;64;74;74;66;67;75;
756;64;72;75;74;77;73;
797;64;75;69;70;83;76;
841;64;76;68;72;81;78;
146;65;71;78;68;53;76;
324;65;72;73;77;14;76;
395;65;74;74;74;83;72;
520;65;70;74;73;39;70;
559;65;79;66;60;71;71;
625;65;71;71;69;56;73;
639;65;72;71;69;60;76;
738;65;78;78;72;34;74;
767;65;78;72;75;72;78;
786;65;79;77;73;54;76;
850;65;71;78;76;66;79;
919;65;79;73;76;24;70;
76;66;71;68;77;46;72;
260;66;76;75;77;10;76;
492;66;69;73;76;8;77;
604;66;75;69;73;84;70;
661;66;78;74;76;59;71;
726;66;71;64;75;82;70;
736;66;73;70;71;24;76;
756;66;63;75;72;2;74;
781;66;78;79;78;81;77;
860;66;79;70;66;9;70;
861;66;74;75;71;71;70;
863;66;74;72;66;49;77;
94;67;71;74;71;63;77;
140;67;75;69;67;44;79;
162;67;76;78;74;55;78;
179;67;77;79;73;29;77;
430;67;78;76;77;6;78;
451;67;70;78;77;93;72;
477;67;78;77;69;19;76;
517;67;79;76;65;14;76;
624;67;74;73;72;88;78;
651;67;72;71;71;33;72;
740;67;72;67;74;78;73;
12;68;75;76;74;17;71;
68;68;78;79;73;60;76;
93;68;72;72;73;20;73;
152;68;79;79;74;70;78;
163;68;77;70;74;32;79;
167;68;77;67;78;46;73;
170;68;74;76;70;81;77;
245;68;71;73;60;53;77;
250;68;79;76;64;11;78;
468;68;73;78;79;24;74;
480;68;72;75;74;49;71;
496;68;78;79;75;58;72;
535;68;72;64;72;55;78;
639;68;78;78;72;66;77;
851;68;68;76;74;34;72;
923;68;64;69;75;13;73;
69;69;72;71;72;73;74;
70;69;76;70;66;65;75;
218;69;79;76;78;83;72;
386;69;74;75;70;88;77;
425;69;79;75;77;14;70;
456;69;74;73;72;19;76;
488;69;71;74;60;26;79;
593;69;73;71;61;23;74;
607;69;77;75;79;65;72;
708;69;70;73;64;38;76;
787;69;78;72;74;16;77;
829;69;76;76;67;49;72;
842;69;78;77;78;74;75;
873;69;76;69;64;33;70;
938;69;72;75;71;8;73;
987;69;72;75;68;85;74;
14;70;71;73;73;41;76;
38;70;73;74;70;18;76;
118;70;74;71;63;93;72;
132;70;79;79;75;5;71;
179;70;77;74;64;96;73;
531;70;71;74;72;79;75;
645;70;72;78;77;17;72;
833;70;76;67;69;90;73;
849;70;70;75;63;2;76;
893;70;68;72;78;28;79;
970;70;71;76;77;69;72;
38;71;73;75;73;29;71;
73;71;76;79;74;25;71;
89;71;0;0;0;0;80;
157;71;78;72;75;12;70;
164;71;73;72;77;63;73;
188;71;75;68;78;81;72;
192;71;74;61;74;52;77;
209;71;78;61;78;36;71;
251;71;79;70;77;40;79;
414;71;72;73;76;81;79;
503;71;72;77;66;47;76;
653;71;73;75;68;65;78;
667;71;71;77;77;12;79;
726;71;78;75;73;44;74;
729;71;71;68;75;79;76;
778;71;74;75;75;77;79;
944;71;72;69;79;86;74;
167;72;79;71;74;87;72;
214;72;76;70;76;82;76;
269;72;0;0;0;0;70;
368;72;75;71;72;99;77;
473;72;76;69;77;52;76;
474;72;71;79;79;80;72;
803;72;77;79;70;33;71;
807;72;77;76;76;16;72;
878;72;76;78;77;7;77;
915;72;79;75;71;60;73;
966;72;75;79;74;44;71;
969;72;74;72;73;10;79;
47;73;70;72;69;87;72;
111;73;76;78;68;86;79;
183;73;71;64;76;68;73;
218;73;76;71;78;33;73;
236;73;73;71;71;62;72;
261;73;77;72;78;42;76;
277;73;70;79;77;6;73;
374;73;78;67;76;81;76;
386;73;79;71;77;50;77;
455;73;76;77;69;59;77;
504;73;77;61;66;34;70;
542;73;77;71;71;10;74;
549;73;79;73;79;6;78;
691;73;74;79;70;10;72;
863;73;77;74;72;32;79;
40;74;72;75;77;86;79;
74;74;76;75;69;98;70;
92;74;73;75;67;82;70;
172;74;71;65;74;59;77;
194;74;78;74;64;47;78;
210;74;76;75;79;40;77;
262;74;70;70;64;49;74;
269;74;74;78;78;87;71;
299;74;78;66;72;66;71;
366;74;70;67;69;37;72;
470;74;75;73;71;76;74;
561;74;75;70;72;40;74;
566;74;74;70;70;18;73;
707;74;73;75;63;19;74;
752;74;76;71;75;18;76;
777;74;71;73;73;67;78;
785;74;75;78;71;55;73;
821;74;79;67;66;38;75;
832;74;69;72;77;15;79;
896;74;79;69;75;71;75;
230;75;79;77;67;65;73;
233;75;70;71;66;40;73;
245;75;74;68;75;74;78;
274;75;88;79;87;40;80;
275;75;90;79;85;62;78;
276;75;38;7;98;17;83;
277;75;91;68;82;72;85;
278;75;74;84;77;23;93;
279;75;85;80;81;33;79;
411;75;74;79;74;33;75;
457;75;74;73;76;51;74;
471;75;76;71;78;72;72;
498;75;74;75;76;71;72;
655;75;70;72;78;18;77;
707;75;77;79;75;83;72;
724;75;71;75;67;22;78;
782;75;75;73;79;45;75;
790;75;78;72;73;95;71;
860;75;76;71;77;10;70;
891;75;72;79;74;11;76;
942;75;77;78;79;43;74;
953;75;77;71;77;35;72;
59;76;71;63;71;45;71;
127;76;72;75;75;22;70;
151;76;72;78;79;15;76;
246;76;76;69;70;60;79;
272;76;71;72;73;62;77;
275;76;97;83;85;45;61;
276;76;73;69;82;67;10;
277;76;75;13;80;87;1;
278;76;96;5;84;27;82;
279;76;67;45;78;22;71;
280;76;35;43;87;20;79;
304;76;79;73;79;93;74;
415;76;78;69;74;70;70;
437;76;79;61;79;64;71;
446;76;75;65;71;47;73;
458;76;71;79;79;38;76;
461;76;72;77;77;65;77;
498;76;77;73;70;10;74;
590;76;72;72;79;66;79;
653;76;79;72;69;66;76;
859;76;60;64;71;25;72;
886;76;74;70;69;19;74;
900;76;78;77;66;28;79;
950;76;71;62;78;29;75;
97;77;78;63;72;74;72;
242;77;72;75;73;89;75;
252;77;75;72;67;15;76;
274;77;72;79;77;23;87;
275;77;63;36;87;18;86;
276;77;81;78;96;89;77;
277;77;18;72;81;7;80;
278;77;70;89;81;26;78;
279;77;4;69;53;31;70;
280;77;74;80;84;65;82;
435;77;78;77;70;43;70;
470;77;73;77;78;95;76;
568;77;74;75;75;39;74;
659;77;72;70;75;69;79;
764;77;78;77;71;30;70;
794;77;76;70;69;22;74;
801;77;74;72;62;72;77;
108;78;76;72;74;46;78;
122;78;71;67;73;66;77;
230;78;79;71;79;88;77;
264;78;71;65;67;51;77;
274;78;94;66;85;10;19;
275;78;71;66;16;19;71;
276;78;64;70;77;64;77;
277;78;77;68;77;4;77;
278;78;87;39;77;50;84;
279;78;91;79;72;61;84;
280;78;7;50;90;22;79;
398;78;70;68;76;62;73;
412;78;73;67;74;63;77;
479;78;74;79;71;1;78;
493;78;70;74;76;32;78;
594;78;74;79;74;83;71;
606;78;64;73;79;34;75;
637;78;79;77;73;68;72;
755;78;72;71;69;60;78;
775;78;68;75;72;10;75;
811;78;71;72;76;46;79;
950;78;78;76;65;14;72;
121;79;72;79;76;80;79;
137;79;75;79;74;93;76;
211;79;76;71;61;17;74;
274;79;86;2;82;47;81;
275;79;80;75;95;53;88;
276;79;94;77;82;13;80;
277;79;72;76;76;69;76;
278;79;90;21;95;85;74;
279;79;86;4;71;42;78;
280;79;8;69;73;80;83;
623;79;71;76;70;30;75;
651;79;76;74;78;80;78;
658;79;75;73;78;32;77;
707;79;71;76;75;35;77;
761;79;75;71;73;96;78;
812;79;78;76;72;24;74;
853;79;78;73;75;47;78;
899;79;73;66;72;8;76;
49;80;75;72;79;33;74;
110;80;78;77;69;60;74;
130;80;78;69;67;9;76;
232;80;79;65;70;4;75;
274;80;77;94;54;47;91;
275;80;71;89;4;62;75;
276;80;67;42;67;85;99;
277;80;87;17;73;73;77;
278;80;72;80;67;56;73;
279;80;98;24;95;91;82;
280;80;79;68;65;33;67;
399;80;78;79;73;35;78;
462;80;75;69;75;35;78;
466;80;77;79;74;25;75;
713;80;72;74;72;68;71;
750;80;79;64;76;52;74;
775;80;72;79;73;50;72;
951;80;69;76;71;13;75;
967;80;71;72;77;48;70;
984;80;78;77;75;18;77;
68;81;72;77;64;24;70;
70;81;78;75;78;49;76;
97;81;77;77;67;98;72;
156;81;68;73;79;14;76;
190;81;76;70;78;11;73;
222;81;75;77;70;53;77;
235;81;77;71;76;82;74;
275;81;67;76;63;38;75;
276;81;23;71;75;55;8;
277;81;73;83;74;27;8;
278;81;74;92;80;3;81;
279;81;74;14;85;45;75;
280;81;80;68;63;86;73;
281;81;87;77;94;46;5;
285;81;78;70;78;21;79;
354;81;76;72;74;27;74;
519;81;70;72;73;95;75;
546;81;74;62;76;41;76;
607;81;77;63;79;9;72;
662;81;78;78;68;72;71;
753;81;76;75;67;38;79;
846;81;77;72;74;74;77;
853;81;75;76;74;75;74;
858;81;71;75;70;39;71;
918;81;77;72;69;27;72;
928;81;69;65;76;6;79;
990;81;75;61;74;29;71;
148;82;73;74;79;82;72;
163;82;77;67;75;26;77;
275;82;69;71;82;33;68;
276;82;82;70;78;33;71;
277;82;99;66;87;78;73;
279;82;3;82;91;21;82;
280;82;3;84;93;92;75;
281;82;5;96;72;42;87;
286;82;77;78;74;38;75;
356;82;73;70;72;28;75;
488;82;78;70;76;78;78;
537;82;70;75;76;94;76;
594;82;71;79;65;6;75;
732;82;62;75;79;5;71;
773;82;79;75;75;40;77;
787;82;70;76;75;12;70;
921;82;76;78;79;61;78;
931;82;78;74;76;75;73;
55;83;73;73;71;6;71;
160;83;74;78;78;17;77;
190;83;73;68;72;8;72;
208;83;76;79;68;96;70;
277;83;80;81;82;79;10;
281;83;76;78;78;24;72;
286;83;74;73;75;29;72;
368;83;72;77;72;56;77;
373;83;79;69;75;76;74;
583;83;73;76;78;41;72;
628;83;69;75;76;22;76;
631;83;72;72;75;54;75;
650;83;76;78;70;2;75;
854;83;72;76;73;88;75;
864;83;79;75;75;90;74;
913;83;71;79;72;48;73;
966;83;75;79;62;40;70;
992;83;79;75;75;78;71;
73;84;73;79;79;4;77;
257;84;79;78;69;92;74;
280;84;75;81;92;77;98;
304;84;66;78;76;8;76;
434;84;76;75;67;40;75;
459;84;76;75;70;59;79;
482;84;78;69;78;57;77;
506;84;72;76;75;53;75;
518;84;77;77;73;86;76;
547;84;79;71;75;5;73;
554;84;77;77;76;89;74;
576;84;74;74;79;61;77;
793;84;68;67;78;8;72;
818;84;76;75;70;82;78;
822;84;79;72;72;65;77;
878;84;74;74;60;43;70;
918;84;72;66;75;3;77;
44;85;72;72;72;42;76;
68;85;77;74;73;79;77;
78;85;74;79;61;36;77;
102;85;73;75;74;98;78;
166;85;78;79;71;83;79;
224;85;70;78;74;37;76;
275;85;86;81;81;18;23;
276;85;96;97;76;66;81;
278;85;81;93;76;41;2;
279;85;94;96;92;14;83;
280;85;79;24;91;15;82;
293;85;73;73;79;77;73;
406;85;69;77;73;16;78;
469;85;77;71;67;52;77;
471;85;73;75;71;67;70;
494;85;77;73;75;41;72;
527;85;73;77;79;66;76;
587;85;76;66;65;65;71;
607;85;78;76;69;48;77;
625;85;77;71;75;27;79;
630;85;70;79;70;59;74;
648;85;72;63;78;34;73;
688;85;78;74;67;13;73;
833;85;71;78;71;24;74;
857;85;76;70;61;58;73;
861;85;76;69;69;17;78;
908;85;76;70;73;13;72;
932;85;68;76;77;29;72;
947;85;76;76;76;67;72;
153;86;75;75;73;5;73;
249;86;79;75;73;34;73;
272;86;79;78;66;60;73;
275;86;74;53;84;77;87;
276;86;70;74;98;11;86;
277;86;5;90;37;68;25;
278;86;78;90;87;23;80;
279;86;78;31;96;81;75;
280;86;85;73;75;85;98;
281;86;81;73;71;83;86;
329;86;71;79;68;79;79;
430;86;75;78;75;39;76;
443;86;73;79;73;80;74;
445;86;78;78;73;18;77;
467;86;74;75;79;55;76;
499;86;75;75;78;26;77;
728;86;72;72;63;18;77;
803;86;78;63;71;70;78;
835;86;73;77;74;39;75;
922;86;74;66;69;40;78;
957;86;76;76;79;41;78;
75;87;74;79;79;47;78;
83;87;74;76;71;95;72;
94;87;71;78;77;76;77;
99;87;78;64;71;93;73;
158;87;79;70;78;93;71;
197;87;72;69;78;17;72;
202;87;78;78;69;44;74;
271;87;79;60;69;70;74;
277;87;57;90;98;44;80;
278;87;89;75;99;45;72;
280;87;81;26;88;69;7;
282;87;65;77;79;71;8;
294;87;76;66;72;88;73;
422;87;75;78;79;63;72;
630;87;75;74;75;32;77;
689;87;76;76;73;19;71;
691;87;76;74;77;65;75;
854;87;74;71;73;39;71;
903;87;73;70;78;17;71;
919;87;79;75;73;85;72;
75;88;79;72;72;52;79;
216;88;77;73;62;1;70;
274;88;70;71;11;36;99;
276;88;72;87;80;99;73;
277;88;88;78;76;75;77;
278;88;73;90;86;71;90;
279;88;78;86;72;32;81;
280;88;82;3;83;81;16;
281;88;73;95;92;63;81;
283;88;82;65;84;12;76;
286;88;0;0;0;0;80;
414;88;70;69;77;70;76;
451;88;77;77;69;30;71;
472;88;79;72;73;53;78;
515;88;79;77;68;60;73;
517;88;77;75;68;19;76;
529;88;73;67;79;21;72;
737;88;77;73;79;71;74;
778;88;70;74;73;56;72;
867;88;77;78;70;27;74;
869;88;76;71;76;70;76;
18;89;77;78;79;45;79;
211;89;77;71;74;46;78;
236;89;73;78;68;12;70;
274;89;37;56;22;13;75;
275;89;68;76;82;51;87;
276;89;14;72;75;56;6;
277;89;71;27;80;8;93;
278;89;16;64;85;59;82;
279;89;85;76;69;80;81;
280;89;71;67;82;40;3;
281;89;72;85;68;84;84;
282;89;88;52;94;64;84;
283;89;46;82;87;76;25;
312;89;78;72;77;40;74;
326;89;75;71;77;20;72;
372;89;76;76;76;71;74;
380;89;75;79;70;13;77;
414;89;74;72;77;75;79;
458;89;75;66;71;52;77;
500;89;72;68;72;87;74;
542;89;75;78;68;15;72;
602;89;79;72;73;81;79;
764;89;71;74;75;84;71;
791;89;75;70;75;29;76;
858;89;72;72;72;15;76;
892;89;78;79;64;63;71;
897;89;70;72;70;65;74;
936;89;79;74;73;90;76;
952;89;76;73;69;84;73;
40;90;71;76;69;61;77;
81;90;72;79;70;83;76;
117;90;73;78;77;71;79;
234;90;79;73;68;43;74;
235;90;70;72;71;5;70;
274;90;69;4;30;31;93;
275;90;74;6;93;72;73;
276;90;95;88;81;62;67;
277;90;94;81;94;85;11;
278;90;85;51;75;30;6;
279;90;81;87;69;12;80;
280;90;86;71;69;34;83;
281;90;76;75;72;71;81;
283;90;72;77;82;66;3;
284;90;38;72;87;85;87;
372;90;72;77;69;62;73;
495;90;74;72;70;67;70;
496;90;74;71;75;78;79;
501;90;70;79;69;76;73;
571;90;67;75;76;5;72;
752;90;73;72;75;87;75;
867;90;76;64;61;8;77;
874;90;79;74;72;31;76;
930;90;79;72;79;65;74;
27;91;75;79;66;90;73;
160;91;75;76;79;70;74;
168;91;79;65;75;91;77;
212;91;76;77;78;24;73;
217;91;71;62;71;57;78;
228;91;71;75;75;28;78;
275;91;59;77;67;90;99;
276;91;66;80;82;43;63;
277;91;95;90;55;98;83;
278;91;67;3;74;18;80;
279;91;1;4;83;49;88;
280;91;73;1;76;82;81;
283;91;81;78;77;67;82;
284;91;4;1;82;22;72;
401;91;74;72;72;50;78;
414;91;71;63;70;60;78;
464;91;75;76;73;35;76;
465;91;75;76;78;51;72;
497;91;77;74;79;80;79;
549;91;74;71;76;56;76;
553;91;79;79;77;72;77;
621;91;79;76;79;75;77;
679;91;72;77;76;64;73;
744;91;79;75;76;72;70;
858;91;73;79;65;76;79;
962;91;76;70;77;81;78;
60;92;73;77;73;45;75;
201;92;75;75;78;86;79;
274;92;68;84;56;65;82;
275;92;90;41;77;49;81;
276;92;77;80;71;41;87;
277;92;76;99;72;60;69;
278;92;70;96;88;67;78;
279;92;96;76;97;34;73;
281;92;75;69;76;56;66;
283;92;2;9;81;76;86;
284;92;49;90;87;71;79;
285;92;3;77;96;37;69;
286;92;0;0;0;0;90;
290;92;73;75;70;39;76;
433;92;75;68;66;54;77;
524;92;78;70;75;34;73;
598;92;72;78;63;63;79;
608;92;67;69;72;25;78;
622;92;71;79;61;21;74;
661;92;71;77;71;94;73;
673;92;69;63;79;25;77;
749;92;71;67;76;5;79;
825;92;66;72;78;38;79;
854;92;76;60;69;39;72;
860;92;76;78;77;60;79;
8;93;74;67;74;64;71;
67;93;78;75;79;59;73;
196;93;72;75;69;62;75;
203;93;76;72;75;27;79;
276;93;24;13;75;63;76;
277;93;69;71;93;28;77;
278;93;38;75;72;82;83;
279;93;68;21;61;50;5;
280;93;57;82;82;47;91;
282;93;71;89;75;94;88;
283;93;78;21;71;6;89;
284;93;81;57;74;7;92;
285;93;67;8;79;94;84;
357;93;79;78;66;51;76;
424;93;77;75;72;56;76;
607;93;74;76;78;63;76;
639;93;74;73;71;14;74;
665;93;72;77;76;75;78;
676;93;66;61;76;19;75;
785;93;74;75;78;50;75;
881;93;78;78;74;42;72;
918;93;74;69;70;12;70;
930;93;79;77;62;87;73;
965;93;72;74;75;40;78;
83;94;67;77;78;14;72;
198;94;78;73;78;79;78;
259;94;75;69;74;36;76;
274;94;77;70;89;71;90;
277;94;68;75;73;16;89;
278;94;83;9;70;66;83;
284;94;24;25;28;96;77;
288;94;72;75;79;88;70;
296;94;76;73;78;14;79;
356;94;64;78;78;29;78;
521;94;79;79;72;23;72;
555;94;76;75;71;62;76;
598;94;79;72;66;31;77;
735;94;75;73;60;61;78;
851;94;75;77;74;79;74;
957;94;75;62;79;18;73;
31;95;76;72;78;23;73;
255;95;74;68;78;38;74;
283;95;56;81;87;96;70;
309;95;74;75;72;68;77;
328;95;78;72;75;75;78;
477;95;70;77;76;30;77;
502;95;78;78;74;92;77;
541;95;72;70;67;16;74;
556;95;79;63;77;7;75;
616;95;78;72;79;72;79;
632;95;71;77;78;22;71;
697;95;79;74;79;20;78;
863;95;77;79;77;44;77;
950;95;71;70;78;51;75;
40;96;79;75;78;27;70;
49;96;76;60;72;8;77;
50;96;75;76;72;90;74;
212;96;71;68;73;99;77;
262;96;75;70;79;94;70;
269;96;71;75;79;70;76;
282;96;60;39;80;45;23;
283;96;74;7;71;19;75;
284;96;75;82;74;85;75;
388;96;78;72;69;45;74;
442;96;69;78;74;36;75;
457;96;70;72;75;9;73;
585;96;77;75;68;71;77;
696;96;78;74;67;80;71;
712;96;71;74;75;46;70;
741;96;70;71;76;28;77;
774;96;79;74;63;98;78;
824;96;69;69;74;19;76;
855;96;78;74;78;23;74;
940;96;73;79;76;33;74;
974;96;76;69;77;82;71;
25;97;72;69;75;40;71;
152;97;79;69;69;11;77;
231;97;77;78;76;61;72;
281;97;2;78;97;22;75;
282;97;97;67;94;1;77;
312;97;79;71;72;11;71;
380;97;75;72;69;83;75;
416;97;72;67;68;23;75;
451;97;71;73;71;53;78;
519;97;76;67;73;27;78;
544;97;75;77;69;38;73;
599;97;77;75;76;97;77;
646;97;74;76;76;68;73;
682;97;71;69;73;51;75;
697;97;78;60;69;19;78;
710;97;72;77;70;66;76;
747;97;75;79;68;98;73;
790;97;72;72;68;79;76;
828;97;71;73;67;84;76;
859;97;77;63;70;54;76;
936;97;79;69;78;53;77;
960;97;73;70;72;12;78;
990;97;73;77;72;41;79;
25;98;79;78;78;49;72;
69;98;78;75;69;34;72;
104;98;70;79;74;10;75;
216;98;77;65;72;86;75;
237;98;78;73;76;54;76;
283;98;93;74;93;67;77;
291;98;75;76;73;71;73;
339;98;75;74;77;56;78;
361;98;75;72;78;55;72;
708;98;78;70;76;58;74;
718;98;74;73;62;72;78;
732;98;77;78;65;75;78;
752;98;76;77;70;24;72;
763;98;73;75;72;70;72;
776;98;77;67;76;50;72;
834;98;72;69;76;25;74;
852;98;78;72;75;83;72;
868;98;77;68;75;53;77;
890;98;76;66;73;55;72;
900;98;72;71;75;21;71;
924;98;78;67;65;43;72;
931;98;72;71;70;4;76;
969;98;78;72;68;16;71;
61;99;79;77;70;66;76;
62;99;75;69;73;70;71;
115;99;78;73;79;8;78;
226;99;70;73;77;56;70;
279;99;78;78;78;56;74;
281;99;17;75;89;42;90;
282;99;71;89;70;20;70;
283;99;2;77;75;69;78;
433;99;65;75;75;16;74;
437;99;71;70;72;85;79;
600;99;74;67;61;80;73;
689;99;78;75;71;24;74;
700;99;77;78;73;34;77;
786;99;77;68;72;92;74;
886;99;76;75;76;48;73;
979;99;73;78;62;37;72;
1;100;74;67;77;51;77;
10;100;71;76;69;67;70;
24;100;75;72;75;24;76;
27;100;77;76;78;28;71;
80;100;0;0;0;0;0;
91;100;74;74;76;12;77;
205;100;71;68;79;54;75;
282;100;76;77;66;43;76;
322;100;71;78;74;23;79;
441;100;73;71;69;63;73;
516;100;73;71;77;81;78;
554;100;70;70;74;15;71;
698;100;74;71;74;46;71;
740;100;77;75;70;57;72;
789;100;77;68;74;85;74;
950;100;73;71;77;18;70;
279;101;0;0;0;0;70;
281;101;70;63;75;7;71;
282;101;77;66;71;44;73;
344;101;78;71;71;33;70;
367;101;75;74;77;65;72;
382;101;0;0;0;0;80;
484;101;72;79;68;29;75;
556;101;79;72;74;74;77;
559;101;73;75;73;30;75;
661;101;72;77;71;34;75;
713;101;79;75;68;32;78;
744;101;75;72;65;31;78;
759;101;74;75;79;60;74;
892;101;70;78;76;84;71;
12;102;72;72;74;18;72;
28;102;71;66;68;84;72;
30;102;70;74;68;15;76;
198;102;69;62;77;12;73;
211;102;71;76;73;16;71;
256;102;76;77;70;46;78;
296;102;71;72;79;75;79;
338;102;79;78;72;98;74;
355;102;74;75;73;23;74;
422;102;78;67;75;90;72;
432;102;75;75;75;80;75;
456;102;72;75;71;14;77;
469;102;74;77;75;20;74;
487;102;75;74;60;17;79;
602;102;71;70;70;41;76;
653;102;79;73;79;72;77;
712;102;75;73;79;18;74;
717;102;70;79;77;64;79;
973;102;70;75;73;69;70;
13;103;74;71;72;15;75;
59;103;76;69;70;77;77;
134;103;79;79;62;91;71;
196;103;78;78;72;66;75;
301;103;74;77;65;83;77;
307;103;75;77;73;64;79;
386;103;75;75;68;43;72;
397;103;0;0;0;0;40;
431;103;72;76;76;81;70;
566;103;71;68;67;53;79;
606;103;70;77;77;39;73;
635;103;72;71;75;20;74;
648;103;75;77;64;60;77;
758;103;73;62;70;27;72;
936;103;77;79;78;56;72;
978;103;76;70;79;88;73;
10;104;77;67;69;89;72;
237;104;76;73;78;96;77;
297;104;76;68;76;46;76;
352;104;76;69;69;82;75;
414;104;78;75;76;51;77;
482;104;73;76;73;82;75;
694;104;72;78;71;72;74;
725;104;78;76;73;61;73;
13;105;75;75;68;22;79;
55;105;78;76;79;66;75;
81;105;73;73;73;71;76;
133;105;75;68;70;97;70;
255;105;74;68;68;33;74;
278;105;71;72;78;19;79;
286;105;75;75;71;81;79;
431;105;79;78;73;62;73;
485;105;71;74;67;49;77;
515;105;70;72;70;25;72;
587;105;73;76;62;87;77;
615;105;70;74;68;65;73;
735;105;74;75;79;89;76;
754;105;73;78;70;74;73;
932;105;76;72;79;5;75;
990;105;76;66;79;37;70;
42;106;70;70;77;95;74;
58;106;71;77;75;82;73;
64;106;77;79;70;69;72;
71;106;72;79;79;64;73;
122;106;0;0;0;0;60;
214;106;75;65;78;20;70;
215;106;71;77;72;19;70;
230;106;73;79;73;68;71;
276;106;74;69;70;62;77;
289;106;71;71;76;23;76;
326;106;75;78;62;44;77;
381;106;0;0;0;0;80;
492;106;74;75;69;67;79;
584;106;71;68;69;64;78;
603;106;75;66;76;82;72;
638;106;71;77;72;64;73;
693;106;79;76;64;95;71;
709;106;75;78;73;21;77;
721;106;78;75;76;52;73;
740;106;71;78;76;44;78;
749;106;79;68;71;37;78;
808;106;76;67;73;10;78;
918;106;74;75;71;61;79;
937;106;75;71;69;68;72;
977;106;75;73;78;71;71;
204;107;76;69;72;70;72;
221;107;78;78;77;30;74;
230;107;79;68;75;70;76;
258;107;73;68;76;9;78;
264;107;75;76;71;21;79;
330;107;76;68;73;27;79;
393;107;0;0;0;0;80;
398;107;0;0;0;0;80;
429;107;77;76;77;79;75;
537;107;73;71;79;59;73;
655;107;73;76;73;46;77;
666;107;72;73;77;42;79;
676;107;66;79;74;2;79;
764;107;78;79;76;8;77;
868;107;79;74;68;66;76;
933;107;77;75;75;31;73;
45;108;61;74;78;26;73;
60;108;71;78;77;57;71;
198;108;71;69;72;42;74;
207;108;72;76;75;34;79;
225;108;73;66;77;75;71;
265;108;70;75;78;59;73;
374;108;0;0;0;0;70;
387;108;0;0;0;0;50;
543;108;77;78;61;81;75;
590;108;76;69;76;11;76;
649;108;73;74;76;71;79;
761;108;73;74;74;61;71;
808;108;76;74;79;18;79;
838;108;70;75;72;76;76;
980;108;70;72;76;51;71;
70;109;73;72;69;30;74;
181;109;73;68;67;26;76;
215;109;73;72;67;28;75;
226;109;78;73;71;15;73;
293;109;77;79;76;74;70;
375;109;0;0;0;0;70;
376;109;72;73;75;11;79;
383;109;0;0;0;0;70;
391;109;0;0;0;0;0;
398;109;0;0;0;0;70;
399;109;0;0;0;0;70;
513;109;75;68;75;72;72;
629;109;75;74;68;45;79;
716;109;75;77;70;82;77;
749;109;71;72;76;34;78;
963;109;71;70;69;81;76;
983;109;79;79;77;71;78;
34;110;77;74;76;85;75;
75;110;79;72;72;59;70;
188;110;74;76;77;77;72;
214;110;74;72;70;96;75;
219;110;72;78;76;71;78;
224;110;72;75;69;23;74;
231;110;75;62;78;58;74;
238;110;76;75;72;73;70;
270;110;77;69;77;52;71;
377;110;0;0;0;0;90;
410;110;74;78;71;38;73;
416;110;77;61;76;25;70;
565;110;65;77;76;41;77;
661;110;70;67;62;18;76;
766;110;79;74;64;37;74;
841;110;70;68;73;56;73;
59;111;72;79;69;81;79;
79;111;73;73;72;73;71;
86;111;76;64;66;68;78;
255;111;73;77;71;82;72;
326;111;74;61;73;80;79;
